"sp_ABC","chrom","win","n_nodes","win_start","win_mid_Mb","PBSa_5Mb","species_label"
"A","6",43,1604,4.3e+07,43.5,1720.64086897877,"C. caryae"
"A","6",44,1002,4.4e+07,44.5,1986.06268783239,"C. caryae"
"A","6",45,404,4.5e+07,45.5,2026.43430685527,"C. caryae"
"A","6",46,1171,4.6e+07,46.5,2321.65049049162,"C. caryae"
"A","6",47,752,4.7e+07,47.5,2382.59963065556,"C. caryae"
"A","6",48,323,4.8e+07,48.5,1791.17112526972,"C. caryae"
"A","6",49,60,4.9e+07,49.5,1485.89703546376,"C. caryae"
"A","6",50,82,5e+07,50.5,1432.27022590013,"C. caryae"
"A","6",51,26,5.1e+07,51.5,825.126050976455,"C. caryae"
"A","6",52,70,5.2e+07,52.5,346.740537001372,"C. caryae"
"A","6",53,85,5.3e+07,53.5,152.069063257455,"C. caryae"
"A","6",54,0,5.4e+07,54.5,139.731886124821,"C. caryae"
"A","6",55,62,5.5e+07,55.5,129.015502944414,"C. caryae"
"A","6",56,20,5.6e+07,56.5,127.941392832812,"C. caryae"
"A","6",57,546,5.7e+07,57.5,556.403630469824,"C. caryae"
"A","6",58,372,5.8e+07,58.5,663.885532302068,"C. caryae"
"A","6",59,24,5.9e+07,59.5,664.319200384875,"C. caryae"
"A","6",60,1,6e+07,60.5,661.420441171877,"C. caryae"
"A","6",61,423,6.1e+07,61.5,784.860497158571,"C. caryae"
"A","6",62,148,6.2e+07,62.5,582.918519177423,"C. caryae"
"A","6",63,627,6.3e+07,63.5,771.063551207032,"C. caryae"
"A","6",64,229,6.4e+07,64.5,803.992537278798,"C. caryae"
"A","6",65,118,6.5e+07,65.5,812.605070129396,"C. caryae"
"A","6",66,532,6.6e+07,66.5,874.31230118305,"C. caryae"
"A","6",67,454,6.7e+07,67.5,973.978439186412,"C. caryae"
"A","6",68,168,6.8e+07,68.5,764.021596553396,"C. caryae"
"A","6",69,35,6.9e+07,69.5,729.734883365185,"C. caryae"
"A","6",70,149,7e+07,70.5,735.384253298913,"C. caryae"
"A","6",71,424,7.1e+07,71.5,661.469576019941,"C. caryae"
"A","6",72,125,7.2e+07,72.5,497.042251725143,"C. caryae"
"A","6",73,186,7.3e+07,73.5,503.411362605176,"C. caryae"
"A","6",74,300,7.4e+07,74.5,584.976922621739,"C. caryae"
"A","6",75,363,7.5e+07,75.5,672.135403025313,"C. caryae"
"A","6",76,303,7.6e+07,76.5,603.157525029739,"C. caryae"
"A","6",77,144,7.7e+07,77.5,607.379617702142,"C. caryae"
"A","6",78,160,7.8e+07,78.5,599.928329052729,"C. caryae"
"A","6",79,273,7.9e+07,79.5,586.892664803369,"C. caryae"
"A","6",80,941,8e+07,80.5,1047.92890980257,"C. caryae"
"A","6",81,210,8.1e+07,81.5,1024.91267920736,"C. caryae"
"A","6",82,238,8.2e+07,82.5,1042.28307095529,"C. caryae"
"A","6",83,89,8.3e+07,83.5,1033.76738195786,"C. caryae"
"A","6",84,176,8.4e+07,84.5,1012.48308627848,"C. caryae"
"A","6",85,191,8.5e+07,85.5,419.668917123963,"C. caryae"
"A","6",86,220,8.6e+07,86.5,424.76110933088,"C. caryae"
"A","7",0,10,0,0.5,NA,"C. caryae"
"A","7",1,53,1e+06,1.5,NA,"C. caryae"
"A","7",2,118,2e+06,2.5,NA,"C. caryae"
"A","7",3,184,3e+06,3.5,NA,"C. caryae"
"A","7",4,1150,4e+06,4.5,1171.83147252495,"C. caryae"
"A","7",5,793,5e+06,5.5,1414.89858293801,"C. caryae"
"A","7",6,63,6e+06,6.5,1415.30844694717,"C. caryae"
"A","7",7,117,7e+06,7.5,1415.22542373998,"C. caryae"
"A","7",8,131,8e+06,8.5,1409.31472709257,"C. caryae"
"A","7",9,774,9e+06,9.5,1123.71882604146,"C. caryae"
"A","7",10,349,1e+07,10.5,869.307770585309,"C. caryae"
"A","7",11,260,1.1e+07,11.5,905.166835450791,"C. caryae"
"A","7",12,323,1.2e+07,12.5,953.921904560326,"C. caryae"
"A","7",13,501,1.3e+07,13.5,1069.48913037955,"C. caryae"
"A","7",14,231,1.4e+07,14.5,773.364079848554,"C. caryae"
"A","7",15,301,1.5e+07,15.5,752.922306748844,"C. caryae"
"A","7",16,782,1.6e+07,16.5,1053.95256060223,"C. caryae"
"A","7",17,410,1.7e+07,17.5,1083.78364999662,"C. caryae"
"A","7",18,304,1.8e+07,18.5,1007.96924556258,"C. caryae"
"A","7",19,132,1.9e+07,19.5,989.982323074508,"C. caryae"
"A","7",20,302,2e+07,20.5,990.286827136462,"C. caryae"
"A","7",21,470,2.1e+07,21.5,768.143215813301,"C. caryae"
"A","7",22,309,2.2e+07,22.5,719.322598004539,"C. caryae"
"A","7",23,311,2.3e+07,23.5,722.308798229677,"C. caryae"
"A","7",24,234,2.4e+07,24.5,747.70448708029,"C. caryae"
"A","7",25,161,2.5e+07,25.5,702.694101298709,"C. caryae"
"A","7",26,162,2.6e+07,26.5,546.921383747244,"C. caryae"
"A","7",27,204,2.7e+07,27.5,495.235297611146,"C. caryae"
"A","7",28,208,2.8e+07,28.5,437.950910491119,"C. caryae"
"A","7",29,406,2.9e+07,29.5,549.436984557829,"C. caryae"
"A","7",30,524,3e+07,30.5,741.981131835574,"C. caryae"
"A","7",31,258,3.1e+07,31.5,768.67158136619,"C. caryae"
"A","7",32,351,3.2e+07,32.5,820.024999618914,"C. caryae"
"A","7",33,159,3.3e+07,33.5,808.985784794764,"C. caryae"
"A","7",34,228,3.4e+07,34.5,735.938856155863,"C. caryae"
"A","7",35,511,3.5e+07,35.5,726.73998101109,"C. caryae"
"A","7",36,354,3.6e+07,36.5,766.095946993586,"C. caryae"
"A","7",37,256,3.7e+07,37.5,727.487456936544,"C. caryae"
"A","7",38,216,3.8e+07,38.5,742.03301813329,"C. caryae"
"A","7",39,901,3.9e+07,39.5,1144.7401451858,"C. caryae"
"A","7",40,946,4e+07,40.5,1394.35468945315,"C. caryae"
"A","7",41,421,4.1e+07,41.5,1412.85172611991,"C. caryae"
"A","7",42,675,4.2e+07,42.5,1544.74561012485,"C. caryae"
"A","7",43,393,4.3e+07,43.5,1579.25045512104,"C. caryae"
"A","7",44,83,4.4e+07,44.5,1299.66149438998,"C. caryae"
"A","7",45,825,4.5e+07,45.5,1214.4253785227,"C. caryae"
"A","7",46,67,4.6e+07,46.5,1141.0858863381,"C. caryae"
"A","7",47,1702,4.7e+07,47.5,1934.74959620102,"C. caryae"
"A","7",48,128,4.8e+07,48.5,1898.73405194092,"C. caryae"
"A","7",49,167,4.9e+07,49.5,1904.25602270283,"C. caryae"
"A","7",50,195,5e+07,50.5,1727.30744223488,"C. caryae"
"A","7",51,83,5.1e+07,51.5,1728.00202546178,"C. caryae"
"A","7",52,178,5.2e+07,52.5,347.665068708376,"C. caryae"
"A","7",53,429,5.3e+07,53.5,537.148024291256,"C. caryae"
"A","7",54,1517,5.4e+07,54.5,1600.60238660324,"C. caryae"
"A","7",55,804,5.5e+07,55.5,1780.5389633479,"C. caryae"
"A","7",56,456,5.6e+07,56.5,1836.12799118144,"C. caryae"
"A","7",57,821,5.7e+07,57.5,2003.42781252532,"C. caryae"
"A","7",58,386,5.8e+07,58.5,1994.66237744637,"C. caryae"
"A","7",59,99,5.9e+07,59.5,1298.91878114068,"C. caryae"
"A","7",60,340,6e+07,60.5,1075.34831566335,"C. caryae"
"A","7",61,65,6.1e+07,61.5,976.044568654526,"C. caryae"
"A","7",62,880,6.2e+07,62.5,1026.16860213125,"C. caryae"
"A","7",63,273,6.3e+07,63.5,989.219389215557,"C. caryae"
"A","7",64,311,6.4e+07,64.5,1032.21848462426,"C. caryae"
"A","7",65,263,6.5e+07,65.5,1009.4770923602,"C. caryae"
"A","7",66,20,6.6e+07,66.5,1007.58076599348,"C. caryae"
"A","7",67,235,6.7e+07,67.5,544.099255651025,"C. caryae"
"A","7",68,99,6.8e+07,68.5,480.953220178429,"C. caryae"
"A","7",69,92,6.9e+07,69.5,378.231410646974,"C. caryae"
"A","7",70,275,7e+07,70.5,386.671695369599,"C. caryae"
"A","7",71,1157,7.1e+07,71.5,1219.7393164115,"C. caryae"
"A","7",72,103,7.2e+07,72.5,1201.3109505869,"C. caryae"
"A","7",73,360,7.3e+07,73.5,1250.17878721405,"C. caryae"
"A","7",74,141,7.4e+07,74.5,1254.7366257506,"C. caryae"
"A","7",75,414,7.5e+07,75.5,1292.33703034464,"C. caryae"
"A","7",76,292,7.6e+07,76.5,645.561770863176,"C. caryae"
"A","7",77,50,7.7e+07,77.5,639.250342197797,"C. caryae"
"A","7",78,7,7.8e+07,78.5,528.289693255509,"C. caryae"
"A","8",0,212,0,0.5,NA,"C. caryae"
"A","8",1,200,1e+06,1.5,NA,"C. caryae"
"A","8",2,872,2e+06,2.5,NA,"C. caryae"
"A","8",3,45,3e+06,3.5,NA,"C. caryae"
"A","8",4,75,4e+06,4.5,923.568080868974,"C. caryae"
"A","8",5,14,5e+06,5.5,899.016128887574,"C. caryae"
"A","8",6,0,6e+06,6.5,876.487307381003,"C. caryae"
"A","8",7,529,7e+06,7.5,536.364614791095,"C. caryae"
"A","8",8,0,8e+06,8.5,534.473572779796,"C. caryae"
"A","8",9,158,9e+06,9.5,552.268956216081,"C. caryae"
"A","8",10,9,1e+07,10.5,552.164830462789,"C. caryae"
"A","8",11,83,1.1e+07,11.5,558.368158117921,"C. caryae"
"A","8",12,172,1.2e+07,12.5,248.028224200392,"C. caryae"
"A","8",13,458,1.3e+07,13.5,520.847386477075,"C. caryae"
"A","8",14,746,1.4e+07,14.5,896.010044586555,"C. caryae"
"A","8",15,377,1.5e+07,15.5,972.050410215437,"C. caryae"
"A","8",16,412,1.6e+07,16.5,1052.49085506716,"C. caryae"
"A","8",17,82,1.7e+07,17.5,1041.57428923721,"C. caryae"
"A","8",18,44,1.8e+07,18.5,936.508942829699,"C. caryae"
"A","8",19,14,1.9e+07,19.5,566.32940944295,"C. caryae"
"A","8",20,297,2e+07,20.5,516.535574767121,"C. caryae"
"A","8",21,84,2.1e+07,21.5,322.677857932645,"C. caryae"
"A","8",22,862,2.2e+07,22.5,916.755692646629,"C. caryae"
"A","8",23,153,2.3e+07,23.5,928.393235649636,"C. caryae"
"A","8",24,812,2.4e+07,24.5,1233.31342326272,"C. caryae"
"A","8",25,378,2.5e+07,25.5,1255.28363328771,"C. caryae"
"A","8",26,595,2.6e+07,26.5,1386.61674589628,"C. caryae"
"A","8",27,543,2.7e+07,27.5,1214.29444534676,"C. caryae"
"A","8",28,153,2.8e+07,28.5,1214.29444534676,"C. caryae"
"A","8",29,27,2.9e+07,29.5,903.269616449042,"C. caryae"
"A","8",30,5,3e+07,30.5,820.388322686275,"C. caryae"
"A","8",31,19,3.1e+07,31.5,565.130958274275,"C. caryae"
"A","8",32,106,3.2e+07,32.5,189.103146457165,"C. caryae"
"A","8",33,139,3.3e+07,33.5,177.966288942597,"C. caryae"
"A","8",34,81,3.4e+07,34.5,193.659494990563,"C. caryae"
"A","8",35,341,3.5e+07,35.5,392.122429860879,"C. caryae"
"A","8",36,816,3.6e+07,36.5,905.127062903325,"C. caryae"
"A","8",37,190,3.7e+07,37.5,918.759489746909,"C. caryae"
"A","8",38,207,3.8e+07,38.5,931.475710901793,"C. caryae"
"A","8",39,123,3.9e+07,39.5,936.063566217594,"C. caryae"
"A","8",40,219,4e+07,40.5,898.829794788758,"C. caryae"
"A","8",41,87,4.1e+07,41.5,386.791933731819,"C. caryae"
"A","8",42,74,4.2e+07,42.5,344.940574592204,"C. caryae"
"A","8",43,178,4.3e+07,43.5,328.358036295748,"C. caryae"
"A","8",44,207,4.4e+07,44.5,368.156216842796,"C. caryae"
"A","8",45,2278,4.5e+07,45.5,2297.14213752654,"C. caryae"
"A","8",46,675,4.6e+07,46.5,2392.68008726616,"C. caryae"
"A","8",47,0,4.7e+07,47.5,2391.53549001473,"C. caryae"
"A","8",48,139,4.8e+07,48.5,2388.94935065606,"C. caryae"
"A","8",49,472,4.9e+07,49.5,2426.31696198168,"C. caryae"
"A","8",50,245,5e+07,50.5,870.491240622213,"C. caryae"
"A","8",51,190,5.1e+07,51.5,581.575446524353,"C. caryae"
"A","8",52,684,5.2e+07,52.5,897.822922407309,"C. caryae"
"A","8",53,182,5.3e+07,53.5,905.477222242503,"C. caryae"
"A","8",54,213,5.4e+07,54.5,801.544758575589,"C. caryae"
"A","8",55,373,5.5e+07,55.5,849.457473920855,"C. caryae"
"A","8",56,264,5.6e+07,56.5,869.007479829719,"C. caryae"
"A","8",57,402,5.7e+07,57.5,670.016417709298,"C. caryae"
"A","8",58,598,5.8e+07,58.5,879.432771734145,"C. caryae"
"A","8",59,334,5.9e+07,59.5,916.290892675465,"C. caryae"
"A","8",60,412,6e+07,60.5,932.847254377693,"C. caryae"
"A","8",61,143,6.1e+07,61.5,906.066774581212,"C. caryae"
"A","8",62,471,6.2e+07,62.5,938.719340378156,"C. caryae"
"A","8",63,179,6.3e+07,63.5,745.406600453739,"C. caryae"
"A","8",64,629,6.4e+07,64.5,916.360191191215,"C. caryae"
"A","8",65,1099,6.5e+07,65.5,1370.31857609827,"C. caryae"
"A","8",66,504,6.6e+07,66.5,1453.04507844733,"C. caryae"
"A","8",67,276,6.7e+07,67.5,1402.02532074139,"C. caryae"
"A","8",68,1153,6.8e+07,68.5,1806.38949288353,"C. caryae"
"A","8",69,856,6.9e+07,69.5,1897.40296194562,"C. caryae"
"A","8",70,259,7e+07,70.5,1568.25316833731,"C. caryae"
"A","8",71,224,7.1e+07,71.5,1501.85818238607,"C. caryae"
"A","9",0,1000,0,0.5,NA,"C. caryae"
"A","9",1,274,1e+06,1.5,NA,"C. caryae"
"A","9",2,875,2e+06,2.5,NA,"C. caryae"
"A","9",3,231,3e+06,3.5,NA,"C. caryae"
"A","9",4,237,4e+06,4.5,1396.50671319546,"C. caryae"
"A","9",5,142,5e+06,5.5,985.086290636511,"C. caryae"
"A","9",6,500,6e+06,6.5,1070.19577648204,"C. caryae"
"A","9",7,442,7e+06,7.5,758.325787508245,"C. caryae"
"A","9",8,710,8e+06,8.5,1012.81637032584,"C. caryae"
"A","9",9,369,9e+06,9.5,1051.56502414259,"C. caryae"
"A","9",10,337,1e+07,10.5,1095.07716623076,"C. caryae"
"A","9",11,28,1.1e+07,11.5,974.668148653684,"C. caryae"
"A","9",12,423,1.2e+07,12.5,966.20028979503,"C. caryae"
"A","9",13,556,1.3e+07,13.5,859.406190343076,"C. caryae"
"A","9",14,1456,1.4e+07,14.5,1649.95575698259,"C. caryae"
"A","9",15,257,1.5e+07,15.5,1635.49197491152,"C. caryae"
"A","9",16,205,1.6e+07,16.5,1648.05188025135,"C. caryae"
"A","9",17,531,1.7e+07,17.5,1679.01965444125,"C. caryae"
"A","9",18,495,1.8e+07,18.5,1659.81806231888,"C. caryae"
"A","9",19,384,1.9e+07,19.5,884.59934433618,"C. caryae"
"A","9",20,152,2e+07,20.5,859.983139369604,"C. caryae"
"A","9",21,1235,2.1e+07,21.5,1490.89603929986,"C. caryae"
"A","9",22,185,2.2e+07,22.5,1405.35938464152,"C. caryae"
"A","9",23,393,2.3e+07,23.5,1372.75598705669,"C. caryae"
"A","9",24,78,2.4e+07,24.5,1320.26020162694,"C. caryae"
"A","9",25,113,2.5e+07,25.5,1316.34038151232,"C. caryae"
"A","9",26,132,2.6e+07,26.5,474.28999567775,"C. caryae"
"A","9",27,645,2.7e+07,27.5,778.942231490885,"C. caryae"
"A","9",28,278,2.8e+07,28.5,727.726597012917,"C. caryae"
"A","9",29,315,2.9e+07,29.5,789.130534195706,"C. caryae"
"A","9",30,252,3e+07,30.5,820.647305485127,"C. caryae"
"A","9",31,227,3.1e+07,31.5,841.170018486156,"C. caryae"
"A","9",32,345,3.2e+07,32.5,640.755023390375,"C. caryae"
"A","9",33,62,3.3e+07,33.5,580.626385897162,"C. caryae"
"A","9",34,340,3.4e+07,34.5,594.560341765241,"C. caryae"
"A","9",35,14,3.5e+07,35.5,538.696575077288,"C. caryae"
"A","9",36,105,3.6e+07,36.5,499.689903840372,"C. caryae"
"A","9",37,169,3.7e+07,37.5,399.031327090994,"C. caryae"
"A","9",38,549,3.8e+07,38.5,675.857233445052,"C. caryae"
"A","9",39,289,3.9e+07,39.5,651.693179341322,"C. caryae"
"A","9",40,780,4e+07,40.5,1016.32081549086,"C. caryae"
"A","9",41,92,4.1e+07,41.5,1015.06009674305,"C. caryae"
"A","9",42,572,4.2e+07,42.5,1152.80961134092,"C. caryae"
"A","9",43,510,4.3e+07,43.5,1134.75503964512,"C. caryae"
"A","9",44,412,4.4e+07,44.5,1172.13139195228,"C. caryae"
"A","9",45,226,4.5e+07,45.5,903.641521843701,"C. caryae"
"A","9",46,239,4.6e+07,46.5,930.17471477137,"C. caryae"
"A","9",47,151,4.7e+07,47.5,748.893850956195,"C. caryae"
"A","9",48,122,4.8e+07,48.5,561.80601634372,"C. caryae"
"A","9",49,1428,4.9e+07,49.5,1478.19687457388,"C. caryae"
"A","9",50,205,5e+07,50.5,1475.13219746571,"C. caryae"
"A","9",51,34,5.1e+07,51.5,1456.03914782536,"C. caryae"
"A","9",52,248,5.2e+07,52.5,1469.26954640733,"C. caryae"
"A","9",53,271,5.3e+07,53.5,1489.06346406055,"C. caryae"
"A","9",54,111,5.4e+07,54.5,436.402337298965,"C. caryae"
"A","9",55,287,5.5e+07,55.5,480.407119014696,"C. caryae"
"A","9",56,123,5.6e+07,56.5,494.736293392753,"C. caryae"
"A","9",57,357,5.7e+07,57.5,557.412773445317,"C. caryae"
"A","9",58,457,5.8e+07,58.5,667.919905377883,"C. caryae"
"A","9",59,40,5.9e+07,59.5,659.845436447052,"C. caryae"
"A","9",60,256,6e+07,60.5,646.964450337111,"C. caryae"
"A","9",61,7,6.1e+07,61.5,635.203117120815,"C. caryae"
"A","9",62,20,6.2e+07,62.5,525.769911653377,"C. caryae"
"A","9",63,483,6.3e+07,63.5,548.519826442035,"C. caryae"
"A","9",64,233,6.4e+07,64.5,594.611637962124,"C. caryae"
"A","9",65,44,6.5e+07,65.5,538.482125980055,"C. caryae"
"A","9",66,608,6.6e+07,66.5,812.144075888016,"C. caryae"
"A","9",67,584,6.7e+07,67.5,1000.1169931563,"C. caryae"
"A","9",68,27,6.8e+07,68.5,876.170074814245,"C. caryae"
"B","1",0,2532,0,0.5,NA,"C. nanulus"
"B","1",1,155,1e+06,1.5,NA,"C. nanulus"
"B","1",2,545,2e+06,2.5,NA,"C. nanulus"
"B","1",3,1731,3e+06,3.5,NA,"C. nanulus"
"B","1",4,44,4e+06,4.5,3119.35426009936,"C. nanulus"
"B","1",5,159,5e+06,5.5,1828.8324144109,"C. nanulus"
"B","1",6,592,6e+06,6.5,1916.00287056152,"C. nanulus"
"B","1",7,31,7e+06,7.5,1837.11812358378,"C. nanulus"
"B","1",8,57,8e+06,8.5,617.973300394119,"C. nanulus"
"B","1",9,58,9e+06,9.5,619.127612047791,"C. nanulus"
"B","1",10,758,1e+07,10.5,965.713207945299,"C. nanulus"
"B","1",11,109,1.1e+07,11.5,770.726280854623,"C. nanulus"
"B","1",12,696,1.2e+07,12.5,1038.01445076646,"C. nanulus"
"B","1",13,90,1.3e+07,13.5,1040.34849930204,"C. nanulus"
"B","1",14,716,1.4e+07,14.5,1261.59304056419,"C. nanulus"
"B","1",15,511,1.5e+07,15.5,1130.56357627512,"C. nanulus"
"B","1",16,58,1.6e+07,16.5,1126.79057504046,"C. nanulus"
"B","1",17,190,1.7e+07,17.5,906.278654719397,"C. nanulus"
"B","1",18,811,1.8e+07,18.5,1212.83222252709,"C. nanulus"
"B","1",19,356,1.9e+07,19.5,1041.65349325003,"C. nanulus"
"B","1",20,159,2e+07,20.5,921.521567843097,"C. nanulus"
"B","1",21,946,2.1e+07,21.5,1319.37636783444,"C. nanulus"
"B","1",22,51,2.2e+07,22.5,1306.61968452951,"C. nanulus"
"B","1",23,138,2.3e+07,23.5,1033.72046511617,"C. nanulus"
"B","1",24,38,2.4e+07,24.5,971.229118179639,"C. nanulus"
"B","1",25,0,2.5e+07,25.5,958.125774624605,"C. nanulus"
"B","1",26,7,2.6e+07,26.5,152.111800988615,"C. nanulus"
"B","1",27,1,2.7e+07,27.5,143.310850949954,"C. nanulus"
"B","1",28,183,2.8e+07,28.5,187.037429409196,"C. nanulus"
"B","1",29,65,2.9e+07,29.5,194.32961688842,"C. nanulus"
"B","1",30,910,3e+07,30.5,930.518135234344,"C. nanulus"
"B","1",31,51,3.1e+07,31.5,931.888405336175,"C. nanulus"
"B","1",32,892,3.2e+07,32.5,1289.99186043944,"C. nanulus"
"B","1",33,88,3.3e+07,33.5,1279.97421849036,"C. nanulus"
"B","1",34,24,3.4e+07,34.5,1278.54800457394,"C. nanulus"
"B","1",35,203,3.5e+07,35.5,920.757297011541,"C. nanulus"
"B","1",36,46,3.6e+07,36.5,920.493889170374,"C. nanulus"
"B","1",37,245,3.7e+07,37.5,334.170615105518,"C. nanulus"
"B","1",38,68,3.8e+07,38.5,329.469270190711,"C. nanulus"
"B","1",39,711,3.9e+07,39.5,783.259216351777,"C. nanulus"
"B","1",40,160,4e+07,40.5,773.23088401848,"C. nanulus"
"B","1",41,0,4.1e+07,41.5,771.861386519626,"C. nanulus"
"B","1",42,33,4.2e+07,42.5,732.689565914515,"C. nanulus"
"B","1",43,252,4.3e+07,43.5,771.825109723699,"C. nanulus"
"B","1",44,156,4.4e+07,44.5,338.421335024847,"C. nanulus"
"B","1",45,313,4.5e+07,45.5,432.317013313147,"C. nanulus"
"B","1",46,205,4.6e+07,46.5,478.458984658037,"C. nanulus"
"B","1",47,1129,4.7e+07,47.5,1225.754869458,"C. nanulus"
"B","1",48,23,4.8e+07,48.5,1199.79164857904,"C. nanulus"
"B","1",49,64,4.9e+07,49.5,1191.3269912161,"C. nanulus"
"B","1",50,1514,5e+07,50.5,1900.9174100944,"C. nanulus"
"B","1",51,64,5.1e+07,51.5,1890.91459352346,"C. nanulus"
"B","1",52,100,5.2e+07,52.5,1520.1700562766,"C. nanulus"
"B","1",53,135,5.3e+07,53.5,1525.97935765855,"C. nanulus"
"B","1",54,621,5.4e+07,54.5,1646.25575169838,"C. nanulus"
"B","1",55,16,5.5e+07,55.5,646.697765575234,"C. nanulus"
"B","1",56,341,5.6e+07,56.5,728.287717869799,"C. nanulus"
"B","1",57,82,5.7e+07,57.5,726.035123117332,"C. nanulus"
"B","1",58,318,5.8e+07,58.5,781.041612207698,"C. nanulus"
"B","1",59,137,5.9e+07,59.5,493.10647937337,"C. nanulus"
"B","1",60,49,6e+07,60.5,495.276690345912,"C. nanulus"
"B","1",61,64,6.1e+07,61.5,364.847913520141,"C. nanulus"
"B","1",62,20,6.2e+07,62.5,356.075834619537,"C. nanulus"
"B","1",63,0,6.3e+07,63.5,160.206117236515,"C. nanulus"
"B","1",64,40,6.4e+07,64.5,92.1791733527699,"C. nanulus"
"B","1",65,30,6.5e+07,65.5,83.6420946653059,"C. nanulus"
"B","1",66,84,6.6e+07,66.5,99.7797574661314,"C. nanulus"
"B","1",67,44,6.7e+07,67.5,107.200746266059,"C. nanulus"
"B","1",68,264,6.8e+07,68.5,284.935080325326,"C. nanulus"
"B","1",69,199,6.9e+07,69.5,345.237599342829,"C. nanulus"
"B","1",70,51,7e+07,70.5,347.692392784197,"C. nanulus"
"B","1",71,46,7.1e+07,71.5,340.514316879628,"C. nanulus"
"B","1",72,160,7.2e+07,72.5,373.649568446158,"C. nanulus"
"B","1",73,71,7.3e+07,73.5,273.786413103353,"C. nanulus"
"B","1",74,455,7.4e+07,74.5,492.324080256085,"C. nanulus"
"B","1",75,142,7.5e+07,75.5,509.848997253108,"C. nanulus"
"B","1",76,202,7.6e+07,76.5,546.474153094179,"C. nanulus"
"B","1",77,5769,7.7e+07,77.5,5792.61555775972,"C. nanulus"
"B","1",78,1863,7.8e+07,78.5,6084.41640586836,"C. nanulus"
"B","1",79,261,7.9e+07,79.5,6072.99094351375,"C. nanulus"
"B","1",80,92,8e+07,80.5,6072.02758557634,"C. nanulus"
"B","1",81,0,8.1e+07,81.5,6068.66665751218,"C. nanulus"
"B","1",82,21,8.2e+07,82.5,1883.55913100704,"C. nanulus"
"B","1",83,35,8.3e+07,83.5,279.73380203329,"C. nanulus"
"B","1",84,1,8.4e+07,84.5,100.652868811574,"C. nanulus"
"B","1",85,17,8.5e+07,85.5,44.226688774992,"C. nanulus"
"B","1",86,91,8.6e+07,86.5,101.178060863015,"C. nanulus"
"B","1",87,61,8.7e+07,87.5,116.262633722104,"C. nanulus"
"B","1",88,17,8.8e+07,88.5,112.16505694734,"C. nanulus"
"B","1",89,29,8.9e+07,89.5,115.849039702537,"C. nanulus"
"B","1",90,344,9e+07,90.5,362.585162410157,"C. nanulus"
"B","1",91,246,9.1e+07,91.5,428.605879567698,"C. nanulus"
"B","1",92,169,9.2e+07,92.5,456.665085155412,"C. nanulus"
"B","1",93,130,9.3e+07,93.5,474.503951511471,"C. nanulus"
"B","1",94,245,9.4e+07,94.5,533.233532328941,"C. nanulus"
"B","1",95,460,9.5e+07,95.5,614.493287188721,"C. nanulus"
"B","1",96,303,9.6e+07,96.5,639.448981545831,"C. nanulus"
"B","1",97,361,9.7e+07,97.5,714.60128743237,"C. nanulus"
"B","1",98,26,9.8e+07,98.5,703.157877009139,"C. nanulus"
"B","1",99,242,9.9e+07,99.5,702.118223663223,"C. nanulus"
"B","1",100,110,1e+08,100.5,541.728714394945,"C. nanulus"
"B","1",101,99,1.01e+08,101.5,459.8499755355,"C. nanulus"
"B","1",102,67,1.02e+08,102.5,292.626041219848,"C. nanulus"
"B","1",103,0,1.03e+08,103.5,291.468694716946,"C. nanulus"
"B","1",104,40,1.04e+08,104.5,167.302121923184,"C. nanulus"
"B","1",105,83,1.05e+08,105.5,150.927134737263,"C. nanulus"
"B","1",106,68,1.06e+08,106.5,132.672529183701,"C. nanulus"
"B","1",107,58,1.07e+08,107.5,128.362767187374,"C. nanulus"
"B","1",108,75,1.08e+08,108.5,148.667414048943,"C. nanulus"
"B","1",109,202,1.09e+08,109.5,247.600484652191,"C. nanulus"
"B","1",110,412,1.1e+08,110.5,473.456439390151,"C. nanulus"
"B","1",111,9,1.11e+08,111.5,468.634185692849,"C. nanulus"
"B","1",112,71,1.12e+08,112.5,470.420025083967,"C. nanulus"
"B","1",113,411,1.13e+08,113.5,620.154013128997,"C. nanulus"
"B","1",114,326,1.14e+08,114.5,670.867349034069,"C. nanulus"
"B","1",115,206,1.15e+08,115.5,568.115305197809,"C. nanulus"
"B","1",116,185,1.16e+08,116.5,597.410244304531,"C. nanulus"
"B","1",117,28,1.17e+08,117.5,593.836677883743,"C. nanulus"
"B","1",118,154,1.18e+08,118.5,455.452522223777,"C. nanulus"
"B","1",119,36,1.19e+08,119.5,320.089050109497,"C. nanulus"
"B","1",120,346,1.2e+08,120.5,423.954006939432,"C. nanulus"
"B","1",121,108,1.21e+08,121.5,396.454284880363,"C. nanulus"
"B","1",122,97,1.22e+08,122.5,407.186689369876,"C. nanulus"
"B","1",123,32,1.23e+08,123.5,378.297501974306,"C. nanulus"
"B","1",124,93,1.24e+08,124.5,387.894315503592,"C. nanulus"
"B","1",125,78,1.25e+08,125.5,191.911437908218,"C. nanulus"
"B","1",126,114,1.26e+08,126.5,195.350966212097,"C. nanulus"
"B","1",127,48,1.27e+08,127.5,176.229963400098,"C. nanulus"
"B","1",128,34,1.28e+08,128.5,176.604076963132,"C. nanulus"
"B","1",129,46,1.29e+08,129.5,157.022291411124,"C. nanulus"
"B","1",130,305,1.3e+08,130.5,334.061371607075,"C. nanulus"
"B","1",131,188,1.31e+08,131.5,365.984972369085,"C. nanulus"
